customer_id,test_group,send_email
0002202112,A_send_all,1
0003401920,A_send_all,1
0002673841,A_send_all,1
0002330559,A_send_all,1
0002054295,A_send_all,1
0002101235,A_send_all,1
0002381689,A_send_all,1
0003343092,A_send_all,1
0002546397,A_send_all,1
0003016999,A_send_all,1
0002515074,A_send_all,1
0002361829,A_send_all,1
0002038448,A_send_all,1
0002220906,A_send_all,1
0002670849,A_send_all,1
0002572250,A_send_all,1
0003170277,A_send_all,1
0002458763,A_send_all,1
0002364904,A_send_all,1
0002038998,A_send_all,1
0002098673,A_send_all,1
0002471950,A_send_all,1
0003440181,A_send_all,1
0002675938,A_send_all,1
0002087283,A_send_all,1
0003462055,A_send_all,1
0002177263,A_send_all,1
0003020465,A_send_all,1
0003233653,A_send_all,1
0002261115,A_send_all,1
0003400131,A_send_all,1
0002330357,A_send_all,1
0002974684,A_send_all,1
0002957678,A_send_all,1
0002420177,A_send_all,1
0002903047,A_send_all,1
0003112256,A_send_all,1
0002439380,A_send_all,1
0002688862,A_send_all,1
0002343493,A_send_all,1
0002296522,A_send_all,1
0002606388,A_send_all,1
0002042283,A_send_all,1
0002062579,A_send_all,1
0002035827,A_send_all,1
0002233793,A_send_all,1
0002334465,A_send_all,1
0002284357,A_send_all,1
0002279689,A_send_all,1
0002072251,A_send_all,1
0002936074,A_send_all,1
0002349063,A_send_all,1
0002313998,A_send_all,1
0002235076,A_send_all,1
0002036788,A_send_all,1
0002366378,A_send_all,1
0002293009,A_send_all,1
0002242259,A_send_all,1
0002967717,A_send_all,1
0002090391,A_send_all,1
0002038937,A_send_all,1
0002512881,A_send_all,1
0002220382,A_send_all,1
0002151169,A_send_all,1
0002437963,A_send_all,1
0002360271,A_send_all,1
0002652368,A_send_all,1
0002273277,A_send_all,1
0003088814,A_send_all,1
0002413990,A_send_all,1
0002532958,A_send_all,1
0002175387,A_send_all,1
0003160599,A_send_all,1
0003210525,A_send_all,1
0003113735,A_send_all,1
0003369494,A_send_all,1
0002137814,A_send_all,1
0002457582,A_send_all,1
0002038999,A_send_all,1
0003387276,A_send_all,1
0002998455,A_send_all,1
0002347291,A_send_all,1
0002984710,A_send_all,1
0002670548,A_send_all,1
0002216084,A_send_all,1
0002527285,A_send_all,1
0002198997,A_send_all,1
0002062551,A_send_all,1
0002867675,A_send_all,1
0002140108,A_send_all,1
0002703536,A_send_all,1
0003099270,A_send_all,1
0002087248,A_send_all,1
0002161372,A_send_all,1
0002984632,A_send_all,1
0002067937,A_send_all,1
0002113355,A_send_all,1
0003077055,A_send_all,1
0002156039,A_send_all,1
0003135168,A_send_all,1
0002113365,A_send_all,1
0003191383,A_send_all,1
0003073271,A_send_all,1
0002717201,A_send_all,1
0002134526,A_send_all,1
0003460091,A_send_all,1
0002299379,A_send_all,1
0002044407,A_send_all,1
0002125083,A_send_all,1
0003496352,A_send_all,1
0002470463,A_send_all,1
0002536715,A_send_all,1
0002051729,A_send_all,1
0002337415,A_send_all,1
0002101028,A_send_all,1
0003257077,A_send_all,1
0002523731,A_send_all,1
0002152207,A_send_all,1
0003322732,A_send_all,1
0002064229,A_send_all,1
0002104011,A_send_all,1
0003444839,A_send_all,1
0003277559,A_send_all,1
0002110121,A_send_all,1
0002626980,A_send_all,1
0002929265,A_send_all,1
0002750249,A_send_all,1
0002179960,A_send_all,1
0002965441,A_send_all,1
0002091820,A_send_all,1
0002596605,A_send_all,1
0002125594,A_send_all,1
0002332563,A_send_all,1
0002388947,A_send_all,1
0002219619,A_send_all,1
0002420585,A_send_all,1
0002077127,A_send_all,1
0002392372,A_send_all,1
0002244095,A_send_all,1
0002612499,A_send_all,1
0002946157,A_send_all,1
0002508704,A_send_all,1
0002715210,A_send_all,1
0002076184,A_send_all,1
0002403483,A_send_all,1
0002080797,A_send_all,1
0002529144,A_send_all,1
0002199033,A_send_all,1
0002605639,A_send_all,1
0002582500,A_send_all,1
0003464294,A_send_all,1
0003327862,A_send_all,1
0002585009,A_send_all,1
0003405190,A_send_all,1
